TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x
2161;2024-03-03 03:22:12;68837092.85;6;5;25;5;5956;2024-03-04;1
2162;2024-03-03 03:23:15;88238183.54;2;1;30;1;1893;2024-03-05;2
2163;2024-03-03 03:24:32;192448788.05;5;0;6;0;6988;2024-03-05;2
2164;2024-03-03 03:24:36;71503501.43;6;0;5;0;553;2024-03-05;2
2165;2024-03-03 03:25:37;119740432.76;1;8;20;8;1736;2024-03-05;2
2166;2024-03-03 03:26:15;109240774.34;7;0;17;0;2397;2024-03-05;2
2167;2024-03-03 03:26:19;419684401.68;28;1;22;1;3934;2024-03-04;1
2168;2024-03-03 03:26:38;259881953.76;12;0;24;0;3256;2024-03-04;2
2169;2024-03-03 03:27:11;415991176.92;17;0;15;0;1214;2024-03-04;1
2170;2024-03-03 03:27:15;28999896.51;8;0;24;0;586;2024-03-04;2
2171;2024-03-03 03:27:28;412714355.89;27;3;13;3;7079;2024-03-05;2
2172;2024-03-03 03:27:34;104316739.35;30;7;9;7;922;2024-03-05;2
2173;2024-03-03 03:28:18;26806528.81;13;7;7;7;4224;2024-03-05;2
2174;2024-03-03 03:28:23;195506625.51;7;0;29;0;58;2024-03-04;1
2175;2024-03-03 03:28:42;180646242.79;1;0;2;0;5948;2024-03-05;2
2176;2024-03-03 03:28:46;12458146.82;6;0;29;0;544;2024-03-05;2
2177;2024-03-03 03:30:13;340548877.74;7;3;22;3;4389;2024-03-05;2
2178;2024-03-03 03:30:51;345772701.53;17;0;10;0;6668;2024-03-05;2
2179;2024-03-03 03:31:01;91489835.69;8;0;24;0;6415;2024-03-04;2
2180;2024-03-03 03:31:31;254663127.31;21;0;7;0;2266;2024-03-04;1
2181;2024-03-03 03:31:46;12946660.08;4;0;16;0;5026;2024-03-04;2
2182;2024-03-03 03:33:29;9793833.07;1;6;6;6;1300;2024-03-05;2
2183;2024-03-03 03:34:00;67981029.38;18;0;17;0;4176;2024-03-05;2
2184;2024-03-03 03:34:12;37649662.41;28;6;20;6;2137;2024-03-05;2
2185;2024-03-03 03:34:32;48205346.39;19;0;16;0;4193;2024-03-05;2
2186;2024-03-03 03:35:13;71600793.6;13;7;5;7;4838;2024-03-05;2
2187;2024-03-03 03:35:41;170127805.79;8;6;10;6;4714;2024-03-04;1
2188;2024-03-03 03:35:43;34334918.35;23;0;30;0;4031;2024-03-05;2
2189;2024-03-03 03:36:25;51945946.24;6;0;23;0;6722;2024-03-05;2
2190;2024-03-03 03:36:34;356165658.6;3;3;22;3;2644;2024-03-05;2
2191;2024-03-03 03:37:34;99671837.24;27;0;15;0;4459;2024-03-05;2
2192;2024-03-03 03:38:02;43036198.69;28;6;9;6;1351;2024-03-05;2
2193;2024-03-03 03:38:03;37188805.39;17;2;26;2;943;2024-03-05;2
2194;2024-03-03 03:39:14;9528212.34;3;0;10;0;340;2024-03-05;2
2195;2024-03-03 03:40:03;70091056.71;22;0;23;0;5392;2024-03-05;2
2196;2024-03-03 03:40:15;37425947.9;18;5;11;5;375;2024-03-05;2
2197;2024-03-03 03:41:03;165468547.99;1;0;10;0;1775;2024-03-05;2
2198;2024-03-03 03:43:10;214527403.93;20;7;30;7;6537;2024-03-05;2
2199;2024-03-03 03:43:17;412313713.58;30;5;19;5;2193;2024-03-05;2
2200;2024-03-03 03:45:21;52524952.57;6;0;16;0;6333;2024-03-05;2
2201;2024-03-03 03:45:57;89698684.69;13;1;15;1;4452;2024-03-05;2
2202;2024-03-03 03:46:00;222535380.64;16;2;17;2;1435;2024-03-05;2
2203;2024-03-03 03:47:16;132375885.89;15;0;20;0;5230;2024-03-05;2
2204;2024-03-03 03:48:00;341685869.57;4;4;28;4;5029;2024-03-05;2
2205;2024-03-03 03:49:43;203797163.71;8;1;26;1;6270;2024-03-05;2
2206;2024-03-03 03:51:26;55710767.26;20;0;23;0;5709;2024-03-05;2
2207;2024-03-03 03:51:41;225315550.26;29;0;20;0;4445;2024-03-05;2
2208;2024-03-03 03:51:42;14134326.39;8;8;6;8;5258;2024-03-04;1
2209;2024-03-03 03:52:19;51945946.24;23;5;6;5;6722;2024-03-05;2
2210;2024-03-03 03:52:21;151924951.39;28;5;26;5;4261;2024-03-05;2
2211;2024-03-03 03:53:07;151924951.39;26;0;28;0;4261;2024-03-05;2
2212;2024-03-03 03:53:45;125875236.18;15;0;29;0;7128;2024-03-04;2
2213;2024-03-03 03:53:45;13170956.28;3;2;8;2;6671;2024-03-05;2
2214;2024-03-03 03:53:47;135670590.36;2;0;18;0;1585;2024-03-04;2
2215;2024-03-03 03:55:16;180711494.26;30;0;16;0;3549;2024-03-04;2
2216;2024-03-03 03:56:13;27954636.76;30;8;2;8;4701;2024-03-05;2
2217;2024-03-03 03:56:17;49046350.77;25;0;20;0;4782;2024-03-05;2
2218;2024-03-03 03:56:17;236073551.78;4;7;19;7;1506;2024-03-05;2
2219;2024-03-03 03:56:31;67215613.22;12;2;16;2;6362;2024-03-04;1
2220;2024-03-03 03:56:49;10791193.85;14;0;22;0;6486;2024-03-05;2
2221;2024-03-03 03:57:42;213564821.48;21;0;6;0;5538;2024-03-05;2
2222;2024-03-03 03:57:58;125519157.43;8;0;12;0;5809;2024-03-05;2
2223;2024-03-03 03:58:12;85696354.72;19;6;16;6;6652;2024-03-05;2
2224;2024-03-03 03:58:28;116507165.23;24;6;12;6;7392;2024-03-05;2
2225;2024-03-03 03:58:46;206971469.94;3;7;20;7;3423;2024-03-05;2
2226;2024-03-03 03:58:49;449349216.78;2;2;24;2;1577;2024-03-05;2
2227;2024-03-03 03:58:53;91748709.31;3;0;14;0;6346;2024-03-05;2
2228;2024-03-03 03:59:01;114381689.41;10;7;27;7;5705;2024-03-05;2
2229;2024-03-03 03:59:29;250631480.55;24;0;27;0;5290;2024-03-04;2
2230;2024-03-03 04:00:25;105650356.17;27;0;2;0;3530;2024-03-04;2
2231;2024-03-03 04:01:51;225315550.26;20;4;29;4;4445;2024-03-05;2
2232;2024-03-03 04:02:20;28071157.93;8;8;11;8;5656;2024-03-05;2
2233;2024-03-03 04:03:51;326537236.34;9;5;17;5;6684;2024-03-05;2
2234;2024-03-03 04:03:59;49046350.77;20;8;25;8;4782;2024-03-05;2
2235;2024-03-03 04:04:00;262549770.26;11;0;14;0;2998;2024-03-05;2
2236;2024-03-03 04:06:04;103627274.93;15;8;20;8;2967;2024-03-05;2
2237;2024-03-03 04:06:59;99824655.63;20;0;29;0;4073;2024-03-04;1
2238;2024-03-03 04:07:44;243017001.22;30;0;20;0;7230;2024-03-05;2
2239;2024-03-03 04:07:51;164652874.89;11;0;17;0;5491;2024-03-05;2
2240;2024-03-03 04:08:15;24378934.15;7;0;24;0;5459;2024-03-04;1
2241;2024-03-03 04:08:20;23530158.68;18;0;26;0;6015;2024-03-05;2
2242;2024-03-03 04:08:23;75187093.14;9;6;3;6;3997;2024-03-05;2
2243;2024-03-03 04:08:59;263631465.46;17;0;27;0;5453;2024-03-05;2
2244;2024-03-03 04:09:21;69357121.61;14;0;22;0;6304;2024-03-05;2
2245;2024-03-03 04:09:32;204798331.2;26;7;29;7;2617;2024-03-05;2
2246;2024-03-03 04:10:39;32899314.06;22;0;27;0;1469;2024-03-05;2
2247;2024-03-03 04:12:11;89739489.59;3;2;2;2;7026;2024-03-04;1
2248;2024-03-03 04:12:42;29749576.87;8;0;13;0;35;2024-03-03;1
2249;2024-03-03 04:13:45;42173961.41;18;0;9;0;6306;2024-03-05;2
2250;2024-03-03 04:15:05;418523017.33;3;5;24;5;774;2024-03-05;2
2251;2024-03-03 04:16:01;75557769.4;13;0;20;0;2671;2024-03-05;2
2252;2024-03-03 04:16:04;86323889.68;3;1;18;1;6842;2024-03-05;2
2253;2024-03-03 04:16:15;21929417.61;15;7;25;7;5772;2024-03-04;1
2254;2024-03-03 04:16:45;26014228.11;19;1;1;1;6840;2024-03-04;1
2255;2024-03-03 04:17:26;123369367.06;19;6;3;6;6303;2024-03-04;1
2256;2024-03-03 04:17:55;30922717.13;26;0;15;0;2099;2024-03-05;2
2257;2024-03-03 04:18:43;71528109.46;16;3;10;3;1802;2024-03-05;2
2258;2024-03-03 04:19:03;33209982.09;25;4;7;4;6953;2024-03-05;2
2259;2024-03-03 04:19:05;114683528.48;1;8;14;8;564;2024-03-05;2
2260;2024-03-03 04:19:28;378306785.19;11;8;19;8;808;2024-03-05;2
2261;2024-03-03 04:19:42;412714355.89;13;0;27;0;7079;2024-03-05;2
2262;2024-03-03 04:19:53;65735842.96;19;0;30;0;4971;2024-03-05;2
2263;2024-03-03 04:20:10;77996970.46;11;6;3;6;1055;2024-03-05;2
2264;2024-03-03 04:20:27;116253644.05;14;4;22;4;6473;2024-03-05;2
2265;2024-03-03 04:20:45;45079790.77;16;0;7;0;5396;2024-03-03;1
2266;2024-03-03 04:21:03;217057725.48;1;5;28;5;760;2024-03-05;2
2267;2024-03-03 04:21:14;98011968.95;3;0;23;0;2879;2024-03-04;2
2268;2024-03-03 04:21:14;90195525.65;30;3;18;3;5906;2024-03-04;1
2269;2024-03-03 04:23:48;78578011.73;21;2;19;2;4219;2024-03-05;2
2270;2024-03-03 04:25:34;145485035.99;29;7;21;7;6381;2024-03-05;2
2271;2024-03-03 04:25:55;35832317.7;16;8;25;8;3163;2024-03-05;2
2272;2024-03-03 04:25:57;52581889.65;23;0;3;0;3959;2024-03-03;1
2273;2024-03-03 04:26:21;101595730.83;4;0;12;0;237;2024-03-05;2
2274;2024-03-03 04:27:34;216693935.27;12;0;7;0;227;2024-03-05;2
2275;2024-03-03 04:28:16;110777129.23;2;0;15;0;4652;2024-03-05;2
2276;2024-03-03 04:28:31;26014228.11;1;0;19;0;6840;2024-03-04;1
2277;2024-03-03 04:28:41;83060545.58;22;5;19;5;3030;2024-03-05;2
2278;2024-03-03 04:28:42;182232200.28;24;6;15;6;3780;2024-03-05;2
2279;2024-03-03 04:28:59;164212078.28;10;6;26;6;6595;2024-03-04;1
2280;2024-03-03 04:29:16;144853645.79;5;0;2;0;6314;2024-03-05;2
2281;2024-03-03 04:29:43;118343027.14;2;5;15;5;1145;2024-03-05;2
2282;2024-03-03 04:30:19;92274515.69;9;2;16;2;2746;2024-03-04;1
2283;2024-03-03 04:30:36;319759460.02;21;0;2;0;2489;2024-03-05;2
2284;2024-03-03 04:33:36;100803033.78;17;4;27;4;2192;2024-03-05;2
2285;2024-03-03 04:33:58;31353012.41;25;4;23;4;1288;2024-03-05;2
2286;2024-03-03 04:34:06;90195525.65;18;0;30;0;5906;2024-03-04;1
2287;2024-03-03 04:35:03;9687683.25;13;8;6;8;1483;2024-03-05;2
2288;2024-03-03 04:35:25;297205898.25;9;0;22;0;3294;2024-03-05;2
2289;2024-03-03 04:35:40;228838218.35;27;7;24;7;6106;2024-03-05;2
2290;2024-03-03 04:35:44;7177095.98;16;4;25;4;1048;2024-03-05;2
2291;2024-03-03 04:36:20;55678285.48;4;0;22;0;337;2024-03-05;2
2292;2024-03-03 04:37:09;104243537.92;22;5;3;5;3022;2024-03-05;2
2293;2024-03-03 04:37:27;114068003.45;2;6;7;6;1536;2024-03-05;2
2294;2024-03-03 04:38:06;11276930.77;6;0;27;0;6318;2024-03-05;2
2295;2024-03-03 04:38:44;168627516.23;10;0;19;0;3574;2024-03-04;2
2296;2024-03-03 04:38:57;74361078.25;27;3;25;3;6331;2024-03-05;2
2297;2024-03-03 04:39:31;100997181.25;15;1;9;1;5209;2024-03-05;2
2298;2024-03-03 04:39:52;85962146.58;7;0;30;0;3879;2024-03-04;2
2299;2024-03-03 04:40:23;52771419.29;25;0;18;0;5339;2024-03-04;1
2300;2024-03-03 04:40:36;104316739.35;9;0;30;0;922;2024-03-05;2
2301;2024-03-03 04:41:06;197997572.73;23;4;7;4;7117;2024-03-05;2
2302;2024-03-03 04:41:33;271739682.96;21;0;2;0;3305;2024-03-04;1
2303;2024-03-03 04:41:43;390934083.21;19;0;12;0;4491;2024-03-04;2
2304;2024-03-03 04:42:52;64735598.44;18;0;10;0;1641;2024-03-05;2
2305;2024-03-03 04:43:19;53530532.5;24;5;3;5;4296;2024-03-05;2
2306;2024-03-03 04:45:10;180798492.77;24;0;26;0;6651;2024-03-04;2
2307;2024-03-03 04:46:13;105741939.23;30;0;15;0;2848;2024-03-04;2
2308;2024-03-03 04:46:38;21549838.15;5;0;7;0;4711;2024-03-05;2
2309;2024-03-03 04:47:03;74475057.89;22;0;25;0;3271;2024-03-04;2
2310;2024-03-03 04:47:23;73776206.87;25;0;15;0;3540;2024-03-04;2
2311;2024-03-03 04:48:12;331496408.63;11;5;9;5;2820;2024-03-04;1
2312;2024-03-03 04:48:14;337451975.32;8;5;28;5;1981;2024-03-05;2
2313;2024-03-03 04:48:26;89402137.04;27;0;22;0;2613;2024-03-05;2
2314;2024-03-03 04:48:28;208007490.66;18;4;5;4;1632;2024-03-05;2
2315;2024-03-03 04:48:56;17426467.66;7;3;6;3;4400;2024-03-05;2
2316;2024-03-03 04:49:11;31567034.08;18;0;8;0;1986;2024-03-04;2
2317;2024-03-03 04:49:14;41187758.32;13;4;30;4;3749;2024-03-05;2
2318;2024-03-03 04:49:28;155662805.97;3;5;26;5;230;2024-03-05;2
2319;2024-03-03 04:50:48;96083991.87;28;0;20;0;1261;2024-03-05;2
2320;2024-03-03 04:50:52;194803528.93;20;0;19;0;3236;2024-03-05;2
2321;2024-03-03 04:51:04;154708335.12;20;1;2;1;7484;2024-03-05;2
2322;2024-03-03 04:51:08;68039413.27;6;0;13;0;2420;2024-03-05;2
2323;2024-03-03 04:51:54;394437256.58;12;8;24;8;737;2024-03-04;1
2324;2024-03-03 04:52:08;106560527.04;9;2;8;2;1908;2024-03-05;2
2325;2024-03-03 04:52:24;14132880.44;27;0;7;0;1206;2024-03-05;2
2326;2024-03-03 04:52:47;325463426.89;15;6;30;6;727;2024-03-05;2
2327;2024-03-03 04:53:58;196376688.9;22;8;11;8;1551;2024-03-05;2
2328;2024-03-03 04:54:43;157136225.62;19;7;12;7;3240;2024-03-05;2
2329;2024-03-03 04:54:55;115142000.16;8;0;12;0;627;2024-03-05;2
2330;2024-03-03 04:55:22;45399524.41;16;2;13;2;1458;2024-03-05;2
2331;2024-03-03 04:56:05;176868046.08;30;0;4;0;2237;2024-03-05;2
2332;2024-03-03 04:56:14;240834627.93;7;0;25;0;2632;2024-03-05;2
2333;2024-03-03 04:58:35;159909606.58;3;5;10;5;6240;2024-03-05;2
2334;2024-03-03 04:59:12;17246619.92;21;2;7;2;2688;2024-03-05;2
2335;2024-03-03 05:00:02;101730508.71;4;0;25;0;3881;2024-03-05;2
2336;2024-03-03 05:00:10;212232328.7;15;3;5;3;3121;2024-03-05;2
2337;2024-03-03 05:00:10;147679983.55;4;6;27;6;5145;2024-03-04;1
2338;2024-03-03 05:00:59;50530238.86;25;7;6;7;297;2024-03-05;2
2339;2024-03-03 05:01:12;99824655.63;29;1;20;1;4073;2024-03-04;1
2340;2024-03-03 05:01:24;177477395.03;8;8;26;8;386;2024-03-05;2
2341;2024-03-03 05:01:36;242940381.0;11;0;27;0;1797;2024-03-05;2
2342;2024-03-03 05:02:03;34746532.28;8;0;6;0;6790;2024-03-04;1
2343;2024-03-03 05:02:49;136559768.42;1;4;14;4;1562;2024-03-05;2
2344;2024-03-03 05:03:08;139560123.18;26;0;18;0;590;2024-03-05;2
2345;2024-03-03 05:04:25;170717259.54;1;0;30;0;7293;2024-03-04;2
2346;2024-03-03 05:04:38;121659058.7;4;4;12;4;7371;2024-03-04;1
2347;2024-03-03 05:06:15;117071373.6;22;6;17;6;4601;2024-03-04;1
2348;2024-03-03 05:06:41;266171652.27;9;8;21;8;6656;2024-03-05;2
2349;2024-03-03 05:07:09;42173961.41;9;8;18;8;6306;2024-03-05;2
2350;2024-03-03 05:07:43;163825199.17;12;5;7;5;5062;2024-03-05;2
2351;2024-03-03 05:07:45;101364901.93;10;0;16;0;1901;2024-03-05;2
2352;2024-03-03 05:07:55;110943433.53;15;8;12;8;2830;2024-03-05;2
2353;2024-03-03 05:08:09;105131676.63;23;8;24;8;2061;2024-03-05;2
2354;2024-03-03 05:08:16;14954983.49;8;0;11;0;223;2024-03-05;2
2355;2024-03-03 05:08:26;13170956.28;8;0;3;0;6671;2024-03-05;2
2356;2024-03-03 05:08:51;419684401.68;22;0;28;0;3934;2024-03-04;1
2357;2024-03-03 05:09:09;137966566.45;29;3;18;3;2748;2024-03-05;2
2358;2024-03-03 05:10:00;219761743.93;22;0;20;0;1211;2024-03-05;2
2359;2024-03-03 05:10:17;47909923.44;7;4;26;4;1622;2024-03-05;2
2360;2024-03-03 05:10:52;122308657.9;29;3;26;3;5329;2024-03-05;2
2361;2024-03-03 05:11:17;84909898.85;6;7;14;7;7061;2024-03-05;2
2362;2024-03-03 05:11:51;158730130.41;2;0;19;0;4786;2024-03-04;2
2363;2024-03-03 05:11:54;224087928.02;25;7;29;7;5103;2024-03-05;2
2364;2024-03-03 05:12:00;206044066.94;7;0;3;0;1353;2024-03-05;2
2365;2024-03-03 05:12:29;147472768.45;8;7;10;7;1301;2024-03-05;2
2366;2024-03-03 05:13:53;89739489.59;2;0;3;0;7026;2024-03-04;1
2367;2024-03-03 05:13:58;7765547.46;25;0;23;0;6404;2024-03-04;1
2368;2024-03-03 05:14:23;173859134.66;15;0;16;0;2279;2024-03-05;2
2369;2024-03-03 05:15:44;98139660.05;10;7;5;7;1054;2024-03-04;1
2370;2024-03-03 05:16:02;424438162.04;10;2;13;2;3536;2024-03-05;2
2371;2024-03-03 05:16:41;34436652.2;7;6;23;6;1915;2024-03-05;2
2372;2024-03-03 05:17:10;118615567.94;18;0;1;0;4009;2024-03-04;1
2373;2024-03-03 05:17:37;324462681.29;17;0;27;0;388;2024-03-05;2
2374;2024-03-03 05:17:39;323464631.62;22;0;10;0;3580;2024-03-05;2
2375;2024-03-03 05:18:57;130310860.35;29;7;20;7;5939;2024-03-04;1
2376;2024-03-03 05:19:38;156630382.39;20;0;29;0;4684;2024-03-04;1
2377;2024-03-03 05:19:50;99671837.24;15;7;27;7;4459;2024-03-05;2
2378;2024-03-03 05:20:07;220946340.38;17;7;24;7;2028;2024-03-04;1
2379;2024-03-03 05:20:39;130814861.58;14;0;9;0;4097;2024-03-05;2
2380;2024-03-03 05:20:59;130465447.63;22;1;8;1;4906;2024-03-05;2
2381;2024-03-03 05:21:36;141608662.92;12;0;29;0;1888;2024-03-04;2
2382;2024-03-03 05:21:41;107793616.02;13;0;25;0;3210;2024-03-05;2
2383;2024-03-03 05:22:11;198064519.76;18;7;12;7;5863;2024-03-05;2
2384;2024-03-03 05:22:33;127103514.46;20;0;21;0;5749;2024-03-04;1
2385;2024-03-03 05:22:40;165769591.88;3;5;17;5;6013;2024-03-05;2
2386;2024-03-03 05:23:50;142843170.68;20;8;15;8;3784;2024-03-05;2
2387;2024-03-03 05:24:16;128480252.6;28;0;2;0;3570;2024-03-05;2
2388;2024-03-03 05:24:18;62138764.88;2;0;10;0;1725;2024-03-04;2
2389;2024-03-03 05:25:13;188795571.45;29;6;21;6;6213;2024-03-05;2
2390;2024-03-03 05:26:27;169857188.76;7;4;1;4;3341;2024-03-05;2
2391;2024-03-03 05:26:39;33492123.7;17;5;16;5;7322;2024-03-04;1
2392;2024-03-03 05:27:02;360209291.28;23;3;30;3;4978;2024-03-05;2
2393;2024-03-03 05:27:45;168224726.52;10;8;13;8;3308;2024-03-05;2
2394;2024-03-03 05:28:03;75869034.34;15;0;13;0;3005;2024-03-04;2
2395;2024-03-03 05:30:14;361162510.22;17;0;28;0;7002;2024-03-05;2
2396;2024-03-03 05:30:37;12175073.04;6;0;16;0;5308;2024-03-04;2
2397;2024-03-03 05:31:06;328980981.05;13;0;10;0;7345;2024-03-05;2
2398;2024-03-03 05:31:38;32802802.99;1;0;13;0;7309;2024-03-04;2
2399;2024-03-03 05:32:17;68892063.9;16;0;24;0;4954;2024-03-04;2
2400;2024-03-03 05:32:22;299469893.15;17;0;27;0;2878;2024-03-04;2
2401;2024-03-03 05:32:52;100224218.85;26;6;4;6;3442;2024-03-05;2
2402;2024-03-03 05:33:53;110384503.05;27;7;15;7;2839;2024-03-05;2
2403;2024-03-03 05:34:03;89487477.32;23;0;22;0;3578;2024-03-05;2
2404;2024-03-03 05:34:10;104979070.18;9;1;12;1;2494;2024-03-05;2
2405;2024-03-03 05:34:13;369246135.04;5;3;19;3;1064;2024-03-05;2
2406;2024-03-03 05:34:36;257105780.94;17;0;18;0;232;2024-03-04;2
2407;2024-03-03 05:36:08;69183739.32;20;3;29;3;5527;2024-03-05;2
2408;2024-03-03 05:36:10;84909898.85;14;0;6;0;7061;2024-03-05;2
2409;2024-03-03 05:36:16;163055715.05;26;0;16;0;2087;2024-03-05;2
2410;2024-03-03 05:36:25;73616792.56;4;7;23;7;7416;2024-03-05;2
2411;2024-03-03 05:36:27;116580147.05;8;0;4;0;4302;2024-03-05;2
2412;2024-03-03 05:37:19;67836770.17;2;0;23;0;5390;2024-03-04;2
2413;2024-03-03 05:38:03;136349127.87;15;0;13;0;3034;2024-03-03;1
2414;2024-03-03 05:38:40;59973406.93;14;4;2;4;2971;2024-03-04;1
2415;2024-03-03 05:38:51;50376776.92;6;0;22;0;2595;2024-03-05;2
2416;2024-03-03 05:39:25;37048229.28;8;0;10;0;5380;2024-03-05;2
2417;2024-03-03 05:39:40;299026552.28;29;0;26;0;965;2024-03-05;2
2418;2024-03-03 05:40:41;109135548.97;2;0;1;0;5423;2024-03-05;2
2419;2024-03-03 05:41:29;232955668.97;7;0;4;0;4137;2024-03-04;2
2420;2024-03-03 05:41:48;159663841.98;8;0;13;0;6174;2024-03-05;2
2421;2024-03-03 05:43:08;346512527.26;5;4;22;4;5775;2024-03-05;2
2422;2024-03-03 05:44:12;54263088.37;6;6;5;6;5372;2024-03-05;2
2423;2024-03-03 05:44:15;154708335.12;2;0;20;0;7484;2024-03-05;2
2424;2024-03-03 05:45:05;179979989.64;30;0;16;0;2179;2024-03-04;1
2425;2024-03-03 05:45:27;43700101.07;4;3;14;3;5787;2024-03-05;2
2426;2024-03-03 05:45:37;134884300.36;18;0;30;0;2324;2024-03-05;2
2427;2024-03-03 05:45:53;52868998.17;22;0;14;0;1089;2024-03-05;2
2428;2024-03-03 05:46:07;77971778.11;14;0;5;0;4006;2024-03-05;2
2429;2024-03-03 05:46:21;81706492.29;25;0;3;0;3421;2024-03-04;2
2430;2024-03-03 05:46:43;383683217.42;30;0;14;0;2291;2024-03-05;2
2431;2024-03-03 05:47:33;91524010.65;29;1;16;1;7144;2024-03-05;2
2432;2024-03-03 05:47:48;212870591.43;12;4;24;4;258;2024-03-05;2
2433;2024-03-03 05:47:49;357663449.84;11;5;17;5;2853;2024-03-05;2
2434;2024-03-03 05:48:21;165923659.79;1;0;14;0;1747;2024-03-04;2
2435;2024-03-03 05:48:30;7012461.98;13;5;6;5;3350;2024-03-05;2
2436;2024-03-03 05:49:00;26527109.06;4;7;16;7;3831;2024-03-05;2
2437;2024-03-03 05:49:05;131534100.42;15;2;3;2;3769;2024-03-05;2
2438;2024-03-03 05:51:21;58967413.04;10;1;5;1;3660;2024-03-05;2
2439;2024-03-03 05:51:23;217695970.37;10;0;16;0;5979;2024-03-04;2
2440;2024-03-03 05:51:28;47574705.81;6;0;1;0;444;2024-03-05;2
2441;2024-03-03 05:52:07;231625033.23;23;5;5;5;6664;2024-03-05;2
2442;2024-03-03 05:53:06;202192766.88;5;0;23;0;1681;2024-03-04;2
2443;2024-03-03 05:53:18;194314182.24;3;8;20;8;3435;2024-03-05;2
2444;2024-03-03 05:53:22;355891798.35;24;3;17;3;1312;2024-03-05;2
2445;2024-03-03 05:54:46;351669390.12;19;0;28;0;3357;2024-03-05;2
2446;2024-03-03 05:54:49;101364901.93;16;1;10;1;1901;2024-03-05;2
2447;2024-03-03 05:56:32;16077069.2;18;6;29;6;2580;2024-03-05;2
2448;2024-03-03 05:57:49;163342158.98;22;1;20;1;4440;2024-03-05;2
2449;2024-03-03 05:58:44;23672679.68;3;0;1;0;6052;2024-03-04;2
2450;2024-03-03 05:59:17;41706573.89;8;0;4;0;1219;2024-03-04;2
2451;2024-03-03 05:59:23;16275185.16;15;3;25;3;2241;2024-03-05;2
2452;2024-03-03 05:59:33;363766369.75;24;0;15;0;3110;2024-03-05;2
2453;2024-03-03 05:59:56;21887136.74;27;0;24;0;6865;2024-03-05;2
2454;2024-03-03 06:00:02;373809416.11;17;0;9;0;1430;2024-03-05;2
2455;2024-03-03 06:00:54;81815729.44;9;1;1;1;1825;2024-03-05;2
2456;2024-03-03 06:01:25;285400391.67;27;2;9;2;3564;2024-03-04;1
2457;2024-03-03 06:02:19;186968596.11;7;4;21;4;2628;2024-03-05;2
2458;2024-03-03 06:03:27;43700101.07;14;0;4;0;5787;2024-03-05;2
2459;2024-03-03 06:05:47;100920470.4;6;3;23;3;6707;2024-03-05;2
2460;2024-03-03 06:05:53;335261027.71;9;0;15;0;5604;2024-03-05;2
2461;2024-03-03 06:06:03;115963275.23;10;0;2;0;3106;2024-03-04;2
2462;2024-03-03 06:06:06;98114378.52;2;0;7;0;5114;2024-03-05;2
2463;2024-03-03 06:07:04;72049121.53;2;3;10;3;1783;2024-03-05;2
2464;2024-03-03 06:09:20;183002828.78;12;0;29;0;2831;2024-03-05;2
2465;2024-03-03 06:09:30;43772216.68;24;2;25;2;5920;2024-03-05;2
2466;2024-03-03 06:09:49;37885994.53;4;0;19;0;542;2024-03-05;2
2467;2024-03-03 06:10:13;130310860.35;20;0;29;0;5939;2024-03-04;1
2468;2024-03-03 06:10:23;173973409.35;25;5;29;5;3558;2024-03-05;2
2469;2024-03-03 06:11:22;128816827.49;1;0;4;0;7103;2024-03-03;1
2470;2024-03-03 06:11:49;10590699.39;6;0;8;0;2834;2024-03-05;2
2471;2024-03-03 06:11:49;122978456.03;2;0;14;0;4832;2024-03-05;2
2472;2024-03-03 06:12:36;55710767.26;23;3;20;3;5709;2024-03-05;2
2473;2024-03-03 06:14:22;87535496.31;30;2;28;2;2339;2024-03-05;2
2474;2024-03-03 06:14:36;130199346.03;4;0;5;0;5701;2024-03-04;2
2475;2024-03-03 06:15:16;90719590.61;16;0;29;0;2366;2024-03-04;2
2476;2024-03-03 06:15:34;164813991.08;11;0;17;0;1088;2024-03-05;2
2477;2024-03-03 06:16:21;303340870.46;15;5;22;5;1235;2024-03-05;2
2478;2024-03-03 06:16:32;311324681.6;22;0;25;0;5583;2024-03-04;1
2479;2024-03-03 06:16:50;298555299.6;17;0;20;0;6513;2024-03-05;2
2480;2024-03-03 06:16:56;248169745.47;17;3;13;3;4247;2024-03-05;2
2481;2024-03-03 06:16:59;73762208.09;14;0;20;0;2910;2024-03-05;2
2482;2024-03-03 06:17:34;27707992.48;3;0;21;0;3844;2024-03-03;1
2483;2024-03-03 06:17:39;31455210.12;12;4;23;4;2152;2024-03-05;2
2484;2024-03-03 06:19:40;210808746.87;5;7;13;7;4060;2024-03-05;2
2485;2024-03-03 06:20:55;14970177.87;26;7;18;7;4532;2024-03-05;2
2486;2024-03-03 06:22:14;63833806.81;27;0;24;0;4147;2024-03-05;2
2487;2024-03-03 06:23:18;76468767.04;6;5;14;5;3748;2024-03-05;2
2488;2024-03-03 06:23:59;47834928.39;16;0;13;0;4129;2024-03-04;2
2489;2024-03-03 06:25:13;67215613.22;16;0;12;0;6362;2024-03-04;1
2490;2024-03-03 06:25:18;22426580.8;15;7;27;7;656;2024-03-05;2
2491;2024-03-03 06:27:01;148020161.38;3;0;11;0;7369;2024-03-04;2
2492;2024-03-03 06:27:23;148696895.73;20;0;3;0;4703;2024-03-05;2
